c_Pnome_jogador,c_Unome_jogador,n_camisa,d_data_nascimento,c_posicao,c_nome_time
Lucas,Silva,8.0,16/2/1993,Atacante,Goias
Carlos,Renteria,17.0,,Meio-Campo,Botafogo-Rj
Joao,Carvalho,13.0,,Zagueiro,Flamengo
Guilherme,Bala,42.0,16/9/2001,Meio-Campo,Flamengo
Guilherme,Parede,77.0,19/9/1995,Atacante,Vasco
Saldanha,,99.0,7/2/1989,Atacante,Bahia
Marcos,Serrato,8.0,8/2/1994,Meio-Campo,Sport
Davi,Araujo,11.0,,Meio-Campo,Botafogo-Rj
Fernando,Costanza,22.0,,Zagueiro,Botafogo-Rj
Ygor,Catatau,38.0,1/7/1995,Meio-Campo,Vasco
Renato,Kayzer,9.0,,Atacante,Atletico-Go
Martha,,74.0,20/6/1997,Meio-Campo,Ceara
Jose,Melo,90.0,,Atacante,Sport
Ramires,,18.0,14/2/1987,Meio-Campo,Palmeiras
Marcelo,Rosa,88.0,,Goleiro,Goias
Ricardo,Acosta,8.0,,Meio-Campo,Ceara
Nene,,77.0,19/7/1981,Meio-Campo,Fluminense
Igor,Jesus,19.0,7/3/2003,Atacante,Coritiba
Vinicius,Paiva,49.0,,Atacante,Vasco
Rafael,Monteiro,32.0,14/2/2004,Goleiro,Atletico-Mg
Matheus,Bueno,57.0,,Meio-Campo,Coritiba
Rafael,Vaz,4.0,17/9/1988,Zagueiro,Goias
Mike,Nenatarvicius,7.0,,Atacante,Goias
Lucho,Gonzalez,3.0,,Meio-Campo,Athletico-Pr
Vitor,Souza,4.0,,Zagueiro,Palmeiras
Miranda,,35.0,7/9/1984,Zagueiro,Vasco
Matheus,Jussa,25.0,,Zagueiro,Internacional
Thuler,,26.0,,Zagueiro,Flamengo
Wellissol,,29.0,16/2/1998,Atacante,Coritiba
Francisco,Barbosa,99.0,,Atacante,Fluminense
Matheus,Frizzo,17.0,24/7/1998,Meio-Campo,Atletico-Go
Hernane,Souza,9.0,,Atacante,Sport
Michael,Oliveira,19.0,,Meio-Campo,Flamengo
Ivonei,,45.0,16/4/2002,Meio-Campo,Santos
Pedrinho,,29.0,13/4/1998,Atacante,Athletico-Pr
Francisco,Neto,44.0,,Zagueiro,Sport
Bruno,Corsini,19.0,,Meio-Campo,Palmeiras
Matheus,Jesus,11.0,10/4/1997,Meio-Campo,Bragantino
Ribamar,,9.0,21/5/1997,Atacante,Vasco
Thaciano,,20.0,12/5/1995,Meio-Campo,Gremio
Matheus,Silva,34.0,17/9/2004,Zagueiro,Flamengo
Moacir,Silva,13.0,,Zagueiro,Atletico-Go
Felipe,Aguilar,23.0,,Zagueiro,Athletico-Pr
Jose,Neto,12.0,,Zagueiro,Bahia
Bruninho,,14.0,14/3/2003,Meio-Campo,Sport
Willian,Farias,8.0,6/6/1989,Meio-Campo,Sport
Ronaldo,Silva,7.0,,Atacante,Sport
Danilo,Barcelos,6.0,17/8/1991,Zagueiro,Botafogo-Rj
Patrick,Vieira,91.0,11/1/1992,Zagueiro,Coritiba
Luiz,Gustavo,17.0,12/2/1994,Zagueiro,Goias
Jose,Carvalho,92.0,,Atacante,Goias
Jean,Filho,1.0,,Goleiro,Atletico-Go
William,Pottker,7.0,22/12/1993,Atacante,Internacional
Luis,Phelipe,21.0,12/2/2001,Meio-Campo,Bragantino
Ruy,Junior,89.0,,Meio-Campo,Coritiba
Rene,Junior,8.0,,Meio-Campo,Coritiba
Rafinha,,13.0,7/9/1985,Zagueiro,Flamengo
Luiz,Alves,99.0,,Atacante,Coritiba
Luis,Orejuela,17.0,20/8/1995,Zagueiro,Gremio
Kawan,,77.0,10/4/2003,Zagueiro,Athletico-Pr
Bruno,Fuchs,3.0,,Zagueiro,Internacional
Elton,Brandao,19.0,,Atacante,Sport
Rafael,,41.0,9/7/1990,Meio-Campo,Sport
Marcio,Velasco,55.0,,Meio-Campo,Avai
Marcos,Barbosa,33.0,,Zagueiro,Avai
Shaylon,,27.0,28/4/1997,Meio-Campo,Bahia
Elicarlos,,86.0,8/6/1985,Meio-Campo,Chapecoense
Caique,Sa,22.0,23/5/1992,Zagueiro,Chapecoense
Mauricio,Ramos,44.0,,Zagueiro,Chapecoense
Leandro,Montero,30.0,,Atacante,Goias
Helio,Castro,11.0,,Atacante,Sao Paulo
Hector,Bustamante,18.0,31/3/1995,Meio-Campo,Csa
Paolo,Guerrero,9.0,1/1/1984,Atacante,Internacional
Natanael,Pimenta,28.0,,Zagueiro,Internacional
Romulo,Otero,80.0,9/11/1992,Meio-Campo,Atletico-Mg
Neilton,Mestzk,17.0,,Meio-Campo,Internacional
Lourenco,,97.0,7/9/1997,Zagueiro,Avai
Richard,Coelho,25.0,,Meio-Campo,Vasco
Flavio,Silva,5.0,,Meio-Campo,Bahia
Douglas,Friedrich,1.0,,Goleiro,Bahia
Arthur,Cruz,77.0,,Atacante,Bahia
Diogo,Barbosa,6.0,17/8/1992,Zagueiro,Palmeiras
Rafael,Silva,17.0,26/5/1995,Atacante,Goias
Edu,Dracena,3.0,,Zagueiro,Palmeiras
Ariel,Cabral,5.0,,Meio-Campo,Cruzeiro
Carlos,Junior,14.0,,Zagueiro,Cruzeiro
Egidio,Junior,6.0,,Zagueiro,Cruzeiro
Edilson,Guimaraes,2.0,,Zagueiro,Cruzeiro
Rafael,Sobis,23.0,,Atacante,Internacional
Jean,Cleber,15.0,29/4/1990,Meio-Campo,Csa
Joao,Gomes,7.0,12/2/2001,Meio-Campo,Csa
Gustavo,Campanharo,10.0,,Meio-Campo,Chapecoense
Carlos,Neves,6.0,,Zagueiro,Corinthians
Joao,Cardoso,6.0,7/1/2001,Zagueiro,Ceara
Manoel,Carvalho,4.0,,Zagueiro,Corinthians
Clayson,Vieira,25.0,,Atacante,Corinthians
Cicero,Santos,8.0,,Meio-Campo,Botafogo-Rj
Diego,Souza,7.0,17/6/1985,Atacante,Botafogo-Rj
Luiz,Santos,9.0,,Meio-Campo,Botafogo-Rj
Patric,Lalau,2.0,,Zagueiro,Atletico-Mg
Gustavo,Vernes,6.0,,Zagueiro,Santos
Leo,Pereira,4.0,31/1/1996,Zagueiro,Athletico-Pr
Marquinhos,,20.0,8/5/1994,Meio-Campo,Cruzeiro
Fredy,Guarin,13.0,,Meio-Campo,Vasco
Ederson,,15.0,3/2/2005,Meio-Campo,Cruzeiro
Fred,,9.0,,Atacante,Cruzeiro
Willian,Souza,55.0,,Meio-Campo,Chapecoense
Evandro,Goebel,25.0,,Meio-Campo,Santos
Dalberto,,29.0,15/9/1994,Atacante,Chapecoense
Douglas,Bacelar,23.0,,Zagueiro,Chapecoense
Gustavo,,19.0,6/6/2005,Atacante,Corinthians
Maicon,,11.0,10/3/1993,Atacante,Atletico-Mg
Fabio,Santos,6.0,16/9/1985,Zagueiro,Atletico-Mg
Euller,,16.0,26/4/2002,Meio-Campo,Csa
Alan,Costa,3.0,,Zagueiro,Csa
Thiago,Heleno,4.0,19/9/1988,Zagueiro,Figueirense
Alvaro,Pereira,6.0,,Zagueiro,Sao Paulo
Marcelo,Mattos,5.0,,Meio-Campo,Botafogo-Rj
Nilton,Junior,19.0,,Meio-Campo,Cruzeiro
Paulo,Tinga,7.0,,Meio-Campo,Cruzeiro
Fahel,,7.0,,Meio-Campo,Bahia
Para,,40.0,14/2/1986,Zagueiro,Bahia
Willian,Siqueira,9.0,,Atacante,Cruzeiro
Cristian,Tarouco,3.0,,Zagueiro,Bahia
Carlos,Pereira,30.0,,Zagueiro,Coritiba
Juan,Santos,4.0,7/3/2002,Zagueiro,Internacional
Artur,Guimaraes,98.0,,Atacante,Bahia
Apodi,,20.0,13/12/1986,Meio-Campo,Csa
Kieza,,86.0,24/9/1986,Atacante,Fortaleza
Michael,Oliveira,11.0,,Meio-Campo,Goias
Marcos,Monteiro,1.0,,Goleiro,Fluminense
Leonardo,Morais,32.0,,Zagueiro,Avai
Joao,Paulo,19.0,29/6/1995,Atacante,Avai
Guilherme,Gusmao,28.0,,Meio-Campo,Fluminense
Allan,Souza,29.0,,Meio-Campo,Fluminense
Richard,Franco,27.0,,Meio-Campo,Avai
Marcelo,Ferreira,26.0,10/1/1990,Meio-Campo,Palmeiras
Josimar,,15.0,19/1/1994,Meio-Campo,Palmeiras
Rodrigo,Mancha,5.0,,Meio-Campo,Sport
Neto,Baiano,9.0,17/9/1982,Atacante,Sport
Luiz,Garcia,13.0,,Zagueiro,Sport
Mauricio,Alves,40.0,,Meio-Campo,Flamengo
Thiago,Ribeiro,23.0,,Meio-Campo,Goias
Leo,Moura,2.0,,Zagueiro,Flamengo
Wallace,Silva,14.0,,Zagueiro,Flamengo
Edinho,,15.0,8/8/1994,Meio-Campo,Gremio
Ramiro,Benetti,17.0,,Meio-Campo,Gremio
Paulinho,Dias,17.0,13/5/1988,Meio-Campo,Athletico-Pr
Juan,Ferreyra,9.0,,Atacante,Botafogo-Rj
Dario,Conca,11.0,,Meio-Campo,Fluminense
Jorge,Valdivia,10.0,,Meio-Campo,Palmeiras
Wagner,Santos,10.0,,Meio-Campo,Fluminense
Ze,Love,7.0,,Atacante,Coritiba
Neuciano,Gusmao,4.0,,Zagueiro,Santos
Luccas,Claro,3.0,,Zagueiro,Coritiba
Jose,Paiva,8.0,,Meio-Campo,Coritiba
Alan,Kardec,14.0,12/1/1989,Atacante,Palmeiras
Fernando,Prass,1.0,,Goleiro,Palmeiras
Paolo,Guerrero,9.0,1/1/1984,Atacante,Corinthians
Victor,Caceres,5.0,,Meio-Campo,Flamengo
Ralf,Teles,5.0,,Meio-Campo,Corinthians
Willians,Fernandes,8.0,,Meio-Campo,Internacional
Lucas,Marques,2.0,6/3/2004,Zagueiro,Botafogo-Rj
Miguel,Samudio,21.0,,Zagueiro,Cruzeiro
Henrique,Lima,8.0,,Meio-Campo,Cruzeiro
Drausio,Gil,55.0,,Zagueiro,Athletico-Pr
Wesley,Xavier,98.0,,Meio-Campo,Avai
Robson,Bambu,14.0,12/11/1997,Zagueiro,Athletico-Pr
Thiago,Galhardo,89.0,20/7/1989,Atacante,Ceara
Andrevaldo,Santos,3.0,,Zagueiro,Ceara
Cristovam,,2.0,25/7/1990,Zagueiro,Ceara
Alex,Santana,10.0,13/5/1995,Meio-Campo,Botafogo-Rj
Leonardo,Silva,3.0,,Zagueiro,Atletico-Mg
Alan,Ruiz,11.0,,Meio-Campo,Gremio
Bressan,,22.0,15/1/1993,Zagueiro,Gremio
Nicolas,Otamendi,20.0,,Zagueiro,Atletico-Mg
Rodrigo,Marinho,27.0,,Meio-Campo,Gremio
Demerson,Costa,29.0,,Zagueiro,Bahia
Paulo,Silva,28.0,,Meio-Campo,Figueirense
Rafael,Lima,3.0,8/3/1986,Zagueiro,Chapecoense
Leandro,Almeida,44.0,,Zagueiro,Coritiba
Antonio,Aguiar,4.0,,Zagueiro,Sao Paulo
Luis,Fabiano,9.0,,Atacante,Sao Paulo
Luan,Louza,88.0,,Atacante,Cruzeiro
Elierce,Souza,78.0,,Meio-Campo,Cruzeiro
Weverton,Silva,12.0,,Goleiro,Athletico-Pr
Wallace,Santos,18.0,,Zagueiro,Cruzeiro
Cleberson,Souza,4.0,,Zagueiro,Athletico-Pr
Natanael,Pimenta,6.0,,Zagueiro,Athletico-Pr
Matheus,Macedo,21.0,,Zagueiro,Botafogo-Rj
Uelliton,Vieira,8.0,,Meio-Campo,Bahia
Henrique,Dourado,27.0,,Atacante,Palmeiras
Juninho,,6.0,23/10/1987,Zagueiro,Palmeiras
Andre,Santos,27.0,6/5/1989,Zagueiro,Flamengo
Nirley,Fonseca,88.0,,Zagueiro,Figueirense
Rivaldo,Souza,7.0,,Zagueiro,Figueirense
Romarinho,,31.0,1/3/1994,Atacante,Corinthians
Neuton,,13.0,,Zagueiro,Chapecoense
Guilherme,Torres,19.0,,Meio-Campo,Corinthians
Andre,Motta,4.0,,Zagueiro,Chapecoense
Ananias,Monteiro,27.0,,Atacante,Sport
Edilson,Guimaraes,33.0,,Zagueiro,Botafogo-Rj
Marcelo,Lomba,1.0,18/12/1986,Goleiro,Bahia
Anderson,Talisca,8.0,,Atacante,Bahia
Gabriel,Franco,15.0,,Meio-Campo,Botafogo-Rj
Alex,Meschini,12.0,,Meio-Campo,Internacional
Deivid,Silva,5.0,,Meio-Campo,Athletico-Pr
Willian,Souza,5.0,,Meio-Campo,Goias
Lucimar,Ferreira,3.0,,Zagueiro,Palmeiras
Fabio,Szymonek,47.0,11/5/1990,Goleiro,Palmeiras
Alex,Cardoso,15.0,,Zagueiro,Goias
Wesley,Beltrame,11.0,,Meio-Campo,Palmeiras
Jonatan,Gomez,29.0,,Meio-Campo,Csa
Jordi,,12.0,,Goleiro,Csa
Raul,,31.0,11/7/1996,Meio-Campo,Vasco
Eduardo,Sasha,27.0,24/2/1992,Atacante,Santos
Derlis,Gonzalez,17.0,,Atacante,Santos
Leonardo,Lacerda,3.0,,Zagueiro,Cruzeiro
Leandro,Donizete,8.0,,Meio-Campo,Atletico-Mg
Jonathan,Marlone,23.0,,Meio-Campo,Cruzeiro
Marcelo,Moreno,18.0,,Atacante,Cruzeiro
Raul,Silva,13.0,,Zagueiro,Figueirense
Petros,,40.0,,Meio-Campo,Corinthians
Maicon,,18.0,10/3/1993,Meio-Campo,Sao Paulo
Luis,Ricardo,27.0,21/1/1984,Zagueiro,Sao Paulo
Carlos,Souza,6.0,,Zagueiro,Fluminense
Eduardo,Rodrigues,7.0,,Atacante,Gremio
Hernan,Barcos,9.0,,Atacante,Gremio
Jose,Welison,14.0,,Meio-Campo,Vitoria
Leonardo,Silva,19.0,,Atacante,Sport
Luis,Grando,25.0,,Meio-Campo,Coritiba
Luan,Niedzielski,21.0,,Meio-Campo,Figueirense
Hyoran,,28.0,25/5/1993,Meio-Campo,Palmeiras
Jadson,,10.0,30/8/1993,Meio-Campo,Corinthians
Cleber,Reis,3.0,,Zagueiro,Corinthians
Marcos,Lopes,2.0,,Zagueiro,Gremio
Elivelton,,14.0,14/1/2000,Zagueiro,Fluminense
Dagoberto,Pelentier,11.0,,Atacante,Cruzeiro
Everton,Ribeiro,17.0,10/4/1989,Meio-Campo,Cruzeiro
Thiago,Ribeiro,26.0,,Atacante,Santos
Rafael,Moura,11.0,,Atacante,Internacional
Fabiano,,2.0,17/2/1990,Zagueiro,Chapecoense
Marcos,Guilherme,22.0,5/8/1995,Meio-Campo,Athletico-Pr
Everton,Santos,86.0,,Atacante,Figueirense
Leandro,Silva,2.0,22/9/1988,Zagueiro,Figueirense
Wellington,Paulista,9.0,22/4/1983,Atacante,Internacional
Wellington,Martins,41.0,,Meio-Campo,Internacional
Marcos,Lima,3.0,,Zagueiro,Internacional
Dida,,1.0,3/2/1984,Goleiro,Internacional
Alexsandro,Souza,10.0,,Meio-Campo,Coritiba
Andres,Goncalves,5.0,,Meio-Campo,Coritiba
Alecsandro,,9.0,,Atacante,Flamengo
Everton,Silva,22.0,4/8/1988,Meio-Campo,Flamengo
Emerson,Conceicao,19.0,,Zagueiro,Atletico-Mg
David,Braz,14.0,21/5/1987,Zagueiro,Santos
Paulo,Miranda,13.0,16/8/1988,Zagueiro,Sao Paulo
Otavio,,33.0,4/5/1994,Meio-Campo,Internacional
Michel,Santos,5.0,,Meio-Campo,Gremio
Guilherme,Camacho,15.0,,Meio-Campo,Athletico-Pr
Diego,Tardelli,9.0,,Atacante,Gremio
Gabriel,Franca,2.0,,Zagueiro,Botafogo-Rj
Lucas,Oliveira,5.0,2/2/1996,Meio-Campo,Atletico-Mg
Wendel,Santos,13.0,,Zagueiro,Palmeiras
Marcos,Barbosa,3.0,,Zagueiro,Figueirense
William,Matheus,16.0,2/4/1990,Zagueiro,Palmeiras
David,Silva,8.0,,Meio-Campo,Goias
Gabriel,Barbosa,10.0,30/8/1996,Atacante,Santos
Sueliton,Pereira,2.0,,Zagueiro,Athletico-Pr
Otavio,Santos,7.0,,Meio-Campo,Athletico-Pr
Bruno,Corsini,25.0,,Meio-Campo,Corinthians
Durval,,4.0,,Zagueiro,Sport
Paulo,Ganso,10.0,,Meio-Campo,Sao Paulo
Josef,Dias,8.0,,Meio-Campo,Sao Paulo
Douglas,Santos,23.0,13/12/1998,Zagueiro,Sao Paulo
Marion,Fernandes,22.0,,Atacante,Atletico-Mg
Ricardo,Goulart,28.0,5/6/1991,Meio-Campo,Cruzeiro
Samir,,4.0,,Zagueiro,Flamengo
Luiz,Soares,15.0,,Meio-Campo,Flamengo
Jubal,Junior,36.0,,Zagueiro,Santos
Geuvanio,,11.0,5/4/1992,Atacante,Santos
Welinton,,4.0,,Zagueiro,Coritiba
Julio,Souza,11.0,,Atacante,Coritiba
Nenem,,10.0,20/9/1986,Meio-Campo,Chapecoense
Mario,Bolatti,23.0,,Meio-Campo,Botafogo-Rj
Bruno,Pacheco,6.0,8/12/1991,Zagueiro,Chapecoense
Leo,Sena,20.0,,Meio-Campo,Goias
Martin,Sarrafiore,29.0,20/7/1997,Meio-Campo,Internacional
Alan,Ruschel,28.0,23/8/1989,Zagueiro,Goias
Jaja,Coelho,50.0,,Meio-Campo,Coritiba
Dener,Braz,6.0,,Zagueiro,Coritiba
Rene,Martins,6.0,,Zagueiro,Sport
Jesus,Datolo,10.0,,Meio-Campo,Atletico-Mg
Edcarlos,,15.0,,Zagueiro,Atletico-Mg
Wanderson,,5.0,7/10/1994,Meio-Campo,Chapecoense
Diones,,16.0,21/6/1985,Meio-Campo,Chapecoense
Guilherme,Santos,6.0,5/2/1988,Zagueiro,Bahia
Osvaldo,Filho,17.0,,Atacante,Sao Paulo
Francisco,Santos,13.0,,Meio-Campo,Fluminense
Gum,,3.0,4/1/1986,Zagueiro,Fluminense
Matheus,Teixeira,8.0,8/3/1999,Meio-Campo,Avai
Hiago,,35.0,4/11/1997,Zagueiro,Chapecoense
Erico,Junior,18.0,22/7/1993,Atacante,Sport
Vanderlei,Silva,1.0,,Goleiro,Coritiba
Reginaldo,,22.0,17/8/2001,Zagueiro,Coritiba
Germano,Schweger,48.0,,Meio-Campo,Coritiba
Rafael,Miranda,55.0,,Meio-Campo,Bahia
Marquinhos,,40.0,8/5/1994,Meio-Campo,Palmeiras
Euller,,16.0,26/4/2002,Meio-Campo,Vitoria
Claudio,Winck,39.0,,Zagueiro,Internacional
Diguinho,,8.0,26/5/2001,Meio-Campo,Fluminense
Bruno,Vieira,2.0,,Zagueiro,Fluminense
Aranha,,12.0,31/7/1995,Goleiro,Santos
Joao,Paulo,5.0,29/6/1995,Meio-Campo,Botafogo-Rj
Joao,Santos,23.0,,Zagueiro,Bahia
Alejandro,Guerra,18.0,,Meio-Campo,Bahia
Thiago,Santos,5.0,5/9/1989,Meio-Campo,Palmeiras
Thonny,Anderson,38.0,27/12/1997,Meio-Campo,Athletico-Pr
Geuvanio,,49.0,5/4/1992,Atacante,Atletico-Mg
Braian,Romero,17.0,15/6/1991,Atacante,Athletico-Pr
Jose,Welison,14.0,,Meio-Campo,Atletico-Mg
Rithely,,21.0,27/1/1991,Meio-Campo,Sport
Douglas,Coutinho,77.0,8/2/1994,Atacante,Athletico-Pr
Dener,Pinheiro,55.0,,Meio-Campo,Figueirense
Ramon,Freitas,20.0,,Meio-Campo,Goias
Luan,Vieira,7.0,,Meio-Campo,Gremio
Valmir,Lucas,13.0,,Zagueiro,Goias
Magrao,,1.0,,Goleiro,Sport
Rodrigo,Caio,3.0,17/8/1993,Zagueiro,Sao Paulo
Leo,Gago,36.0,,Meio-Campo,Bahia
Lucas,Olaza,6.0,,Zagueiro,Athletico-Pr
Wellington,Silva,15.0,6/3/1988,Zagueiro,Internacional
Paulo,Ribeiro,25.0,,Zagueiro,Internacional
Elias,Trindade,7.0,,Meio-Campo,Corinthians
Wellington,Pinto,34.0,,Zagueiro,Palmeiras
Rafael,Sobis,23.0,,Atacante,Fluminense
Robson,Signorini,19.0,,Meio-Campo,Cruzeiro
Vinicius,Araujo,30.0,,Atacante,Avai
Pedro,Neves,32.0,,Atacante,Cruzeiro
Igor,Araujo,23.0,,Zagueiro,Avai
Thiago,Neves,10.0,,Meio-Campo,Cruzeiro
Danilo,Barcelos,14.0,17/8/1991,Zagueiro,Vasco
Warley,,13.0,17/9/1999,Meio-Campo,Csa
Guilherme,Gusmao,17.0,,Meio-Campo,Atletico-Mg
Saimon,Tormen,20.0,,Zagueiro,Gremio
Marcelo,Grohe,1.0,,Goleiro,Gremio
Rodrigo,Biro,6.0,,Zagueiro,Chapecoense
Anderson,Cardoso,3.0,,Zagueiro,Flamengo
Fabio,Maciel,1.0,,Goleiro,Cruzeiro
Marcos,Rocha,2.0,11/12/1988,Zagueiro,Atletico-Mg
Marco,Filho,8.0,,Meio-Campo,Figueirense
Cicero,Santos,7.0,,Meio-Campo,Fluminense
Henrique,Souza,21.0,,Zagueiro,Fluminense
Wendel,Silva,17.0,,Meio-Campo,Sport
Norberto,Neto,40.0,,Zagueiro,Coritiba
Kieza,,9.0,24/9/1986,Atacante,Bahia
Leandro,,38.0,14/11/2004,Atacante,Palmeiras
Eugenio,Mena,16.0,,Zagueiro,Santos
Jailton,,14.0,,Zagueiro,Chapecoense
Luiz,Oliveira,15.0,,Meio-Campo,Flamengo
Abuda,,22.0,22/1/1989,Meio-Campo,Chapecoense
Cleverson,Cordova,9.0,,Atacante,Athletico-Pr
Fabricio,Silva,14.0,,Zagueiro,Internacional
Marrony,,38.0,5/2/1999,Atacante,Vasco
Edwin,Valencia,17.0,,Meio-Campo,Fluminense
Jean,Moreira,7.0,,Meio-Campo,Fluminense
Fellipe,Bastos,6.0,1/2/1990,Meio-Campo,Gremio
Kaka,,8.0,16/1/2002,Meio-Campo,Sao Paulo
Denilson,Neves,15.0,,Meio-Campo,Sao Paulo
Zezinho,,25.0,,Meio-Campo,Chapecoense
Josue,Oliveira,28.0,,Meio-Campo,Atletico-Mg
Caio,Paulista,70.0,11/5/1998,Meio-Campo,Avai
Luanderson,Silva,16.0,,Meio-Campo,Avai
Yuri,Silva,31.0,,Zagueiro,Botafogo-Rj
Lucas,Campos,21.0,16/5/1996,Atacante,Botafogo-Rj
Fernando,Kaufmann,1.0,,Goleiro,Vasco
Dawhan,,8.0,,Zagueiro,Csa
Marcelo,Silva,13.0,28/9/1997,Zagueiro,Flamengo
Matias,Rodriguez,18.0,,Zagueiro,Gremio
Raul,Rocha,16.0,,Zagueiro,Bahia
Luis,Ramirez,14.0,,Meio-Campo,Botafogo-Rj
Edson,Silva,21.0,9/5/1986,Zagueiro,Sao Paulo
Rafael,Toloi,2.0,,Zagueiro,Sao Paulo
Mayke,,22.0,10/11/1992,Zagueiro,Cruzeiro
Pedro,Botelho,16.0,14/12/1989,Zagueiro,Atletico-Mg
Jean,Carlos,77.0,15/2/1992,Atacante,Figueirense
Clayton,Silva,7.0,,Atacante,Figueirense
Mauricio,Victorino,28.0,,Zagueiro,Palmeiras
Regis,,10.0,30/11/1992,Meio-Campo,Sport
Felipe,Azevedo,11.0,10/1/1987,Atacante,Sport
Joao,Silva,8.0,,Meio-Campo,Athletico-Pr
Everaldo,Stum,77.0,,Atacante,Chapecoense
Patrick,,30.0,29/7/1992,Meio-Campo,Gremio
Rafael,Pereira,5.0,18/11/1984,Meio-Campo,Atletico-Mg
Joao,Costa,16.0,1/3/2005,Zagueiro,Flamengo
Ze,Roberto,10.0,14/9/1993,Zagueiro,Gremio
Dede,,26.0,31/5/1987,Zagueiro,Cruzeiro
Hudson,,25.0,18/7/1986,Meio-Campo,Sao Paulo
Fabian,Guedes,4.0,,Zagueiro,Botafogo-Rj
Diego,Tardelli,9.0,,Atacante,Atletico-Mg
Gilberto,Junior,2.0,,Zagueiro,Fluminense
Antony,Santos,39.0,,Meio-Campo,Sao Paulo
Jorge,Moraes,3.0,,Zagueiro,Santos
Gilberto,Junior,29.0,,Meio-Campo,Goias
Bruno,Souza,23.0,,Atacante,Csa
Luiz,Gaioto,44.0,,Zagueiro,Gremio
Anderson,Martins,23.0,,Zagueiro,Corinthians
Ceara,,2.0,17/8/1987,Zagueiro,Cruzeiro
Leo,Veloso,14.0,,Zagueiro,Goias
Maxi,Biancucchi,7.0,,Atacante,Bahia
Danilo,Barcelos,14.0,17/8/1991,Meio-Campo,Sport
Ednei,,15.0,5/7/1990,Zagueiro,Chapecoense
Jean,Irmer,15.0,26/9/1994,Meio-Campo,Botafogo-Rj
Pablo,Villar,4.0,,Zagueiro,Flamengo
Alexandre,Pato,7.0,,Atacante,Sao Paulo
Edu,Dracena,2.0,,Zagueiro,Santos
Luiz,Figueiredo,37.0,,Meio-Campo,Coritiba
Ademilson,,19.0,,Atacante,Sao Paulo
Michel,Bastos,7.0,,Zagueiro,Sao Paulo
Nino,Paraiba,2.0,10/1/1986,Zagueiro,Vitoria
Luiz,Gustavo,15.0,12/2/1994,Zagueiro,Vitoria
Walace,,5.0,27/4/2002,Meio-Campo,Gremio
Bergson,Silva,77.0,,Atacante,Ceara
Pedro,Ken,88.0,,Meio-Campo,Ceara
Jose,Junior,19.0,,Meio-Campo,Chapecoense
Roberto,Heuchayer,90.0,,Meio-Campo,Chapecoense
Oswaldo,Bocanegra,3.0,,Zagueiro,Vasco
Bruno,Cesar,10.0,,Meio-Campo,Vasco
Luan,Paiva,27.0,,Atacante,Atletico-Mg
Luis,Nascimento,22.0,,Zagueiro,Criciuma
Felipe,Monteiro,28.0,,Zagueiro,Corinthians
Guilherme,Dellatorre,11.0,,Atacante,Athletico-Pr
Geirton,Aires,20.0,,Meio-Campo,Avai
Jorge,Henrique,23.0,23/4/1982,Atacante,Internacional
Diogo,Santo,17.0,,Atacante,Palmeiras
Alejandro,Martinuccio,11.0,,Atacante,Coritiba
Ibson,Silva,80.0,,Meio-Campo,Sport
Junior,Urso,11.0,,Meio-Campo,Corinthians
Marco,Ruben,9.0,,Atacante,Athletico-Pr
Luiz,Alves,99.0,,Atacante,Cruzeiro
Pedro,Castro,7.0,5/2/1993,Meio-Campo,Avai
Luis,Orejuela,28.0,20/8/1995,Zagueiro,Cruzeiro
Sebastian,Eguren,5.0,,Meio-Campo,Palmeiras
Alan,Ruschel,16.0,23/8/1989,Zagueiro,Internacional
Marcio,Araujo,8.0,11/6/1984,Meio-Campo,Flamengo
Giovanni,Augusto,10.0,5/9/1989,Meio-Campo,Figueirense
Leandro,Damiao,9.0,,Atacante,Santos
Willian,Rocha,36.0,1/4/1989,Zagueiro,Athletico-Pr
Alan,Kardec,14.0,12/1/1989,Atacante,Sao Paulo
Jose,Filho,9.0,,Atacante,Criciuma
Gilberto,Junior,2.0,,Zagueiro,Internacional
Alisson,Castro,11.0,,Meio-Campo,Cruzeiro
Regis,,20.0,30/11/1992,Meio-Campo,Corinthians
Ricardo,Bueno,9.0,15/8/1987,Atacante,Csa
Luciano,Castan,4.0,13/9/1989,Zagueiro,Csa
Bruno,Guimaraes,39.0,8/6/2002,Meio-Campo,Athletico-Pr
Rosinei,,88.0,,Meio-Campo,Coritiba
Julio,Junior,26.0,,Zagueiro,Botafogo-Rj
Jo,,7.0,20/3/1987,Atacante,Atletico-Mg
Marcio,Oliveira,10.0,,Meio-Campo,Vitoria
Carlos,Junior,13.0,,Atacante,Atletico-Mg
Jefferson,Galvao,1.0,,Goleiro,Botafogo-Rj
Marcio,Araujo,8.0,11/6/1984,Meio-Campo,Chapecoense
Franco,Santo,26.0,,Atacante,Atletico-Mg
Malcom,Oliveira,21.0,,Atacante,Corinthians
Leandro,,29.0,14/11/2004,Atacante,Chapecoense
Fabricio,Bruno,25.0,12/2/1996,Zagueiro,Cruzeiro
Jose,Ribeiro,18.0,,Zagueiro,Cruzeiro
Cesar,Dutra,37.0,,Goleiro,Flamengo
Franca,,91.0,,Meio-Campo,Figueirense
Diego,Souza,87.0,17/6/1985,Meio-Campo,Sport
